Time,Fix,Sats,Flags,Baro Pressure,Baro altitude,GPS altitude,Speed (MPH),Heading,Horiz accuracy,Vertical accuracy,pDOP,Latitude,Longitude,Int Temp F,battery v
13:13:37,3,8,3,836.6,5203,5271,0,51,11,13,1.88,39.607968,-104.041357,57.4,8.1
13:13:38,3,8,3,836.6,5204,5268,1,51,12,14,1.88,39.607968,-104.041357,57.4,8.1
13:13:39,3,9,3,836.6,5204,5266,0,51,12,14,1.85,39.607965,-104.041357,57.4,8.1
13:13:40,3,9,3,836.6,5204,5265,1,51,12,15,1.91,39.607962,-104.041350,57.4,8.1
13:13:41,3,10,3,836.6,5204,5267,0,51,12,15,1.82,39.607958,-104.041357,57.5,8.1
13:13:42,3,9,3,836.6,5204,5267,0,51,12,15,1.85,39.607955,-104.041357,57.5,8.1
13:13:43,3,10,3,836.6,5203,5267,0,51,12,15,1.82,39.607958,-104.041357,57.5,8.1
13:13:44,3,8,3,836.6,5202,5269,0,51,11,14,1.95,39.607955,-104.041357,57.5,8.1
13:13:45,3,9,3,836.6,5205,5272,0,51,11,14,1.86,39.607952,-104.041357,57.5,8.1
13:13:46,3,8,3,836.5,5206,5272,0,51,11,14,1.88,39.607952,-104.041357,57.5,8.0
13:13:47,3,10,3,836.6,5203,5274,0,51,12,15,1.82,39.607942,-104.041357,57.5,8.0
13:13:48,3,10,3,836.7,5202,5276,1,145,12,15,1.82,39.607936,-104.041357,57.5,7.9
13:13:49,3,10,3,836.5,5208,5279,2,178,11,15,1.82,39.607930,-104.041363,57.5,7.9
13:13:50,3,8,3,836.6,5203,5284,0,178,10,14,1.97,39.607914,-104.041370,57.6,7.8
13:13:51,3,9,3,836.6,5204,5285,0,178,10,14,1.84,39.607910,-104.041370,57.6,7.8
13:13:52,3,8,3,836.6,5203,5287,0,178,12,16,1.96,39.607910,-104.041370,57.6,8.1
13:13:53,3,9,3,836.6,5204,5287,0,178,12,17,1.91,39.607910,-104.041370,57.6,8.1
13:13:54,3,10,3,836.6,5205,5298,0,178,13,17,1.82,39.607910,-104.041382,57.6,8.1
13:13:55,3,8,3,836.6,5203,5300,0,178,13,18,1.95,39.607907,-104.041382,57.6,8.1
13:13:56,3,10,3,836.6,5203,5298,0,178,13,17,1.82,39.607901,-104.041389,57.6,8.1
13:13:57,3,9,3,836.6,5204,5294,0,178,12,16,1.85,39.607904,-104.041382,57.6,8.1
13:13:58,3,7,3,836.6,5203,5300,0,178,11,15,1.93,39.607894,-104.041382,57.6,8.1
13:13:59,3,8,3,836.6,5204,5288,0,178,10,13,1.89,39.607910,-104.041370,57.6,8.1
13:14:00,3,10,3,836.6,5204,5286,0,178,10,12,1.82,39.607904,-104.041370,57.6,8.1
13:14:01,3,10,3,836.6,5203,5280,0,178,10,12,1.82,39.607901,-104.041357,57.6,8.1
13:14:02,3,8,3,836.6,5205,5282,0,178,10,13,1.96,39.607914,-104.041363,57.7,8.1
13:14:03,3,7,3,836.6,5204,5290,0,178,12,15,2.03,39.607939,-104.041370,57.7,8.1
13:14:04,3,9,3,836.6,5203,5292,0,178,12,15,1.84,39.607949,-104.041376,57.7,8.1
13:14:05,3,8,3,836.6,5203,5294,0,178,11,14,1.88,39.607949,-104.041376,57.7,8.1
13:14:06,3,7,3,836.6,5204,5294,0,178,11,14,2.03,39.607952,-104.041376,57.7,8.1
13:14:07,3,8,3,836.6,5202,5292,0,178,11,14,1.96,39.607952,-104.041370,57.7,8.1
13:14:08,3,10,3,836.6,5203,5287,1,178,11,15,1.82,39.607942,-104.041363,57.7,8.1
13:14:09,3,10,3,836.6,5205,5283,1,178,11,14,1.82,39.607942,-104.041357,57.7,8.1
13:14:10,3,9,3,836.6,5202,5280,1,178,10,14,1.86,39.607942,-104.041357,57.7,8.1
13:14:11,3,9,3,836.6,5203,5278,2,269,9,13,1.85,39.607949,-104.041350,57.7,8.1
13:14:12,3,9,3,836.6,5204,5279,0,269,9,12,1.84,39.607952,-104.041350,57.7,8.1
13:14:13,3,9,3,836.6,5203,5279,0,269,8,11,1.84,39.607949,-104.041344,57.8,8.1
13:14:14,3,9,3,836.6,5203,5279,0,269,8,10,1.84,39.607946,-104.041344,57.8,8.1
13:14:15,3,9,3,836.6,5203,5279,1,269,8,10,1.84,39.607942,-104.041344,57.8,8.1
13:14:16,3,7,3,836.5,5206,5279,1,269,8,10,2.03,39.607939,-104.041344,57.8,8.0
13:14:17,3,7,3,836.6,5204,5278,0,269,8,11,2.54,39.607933,-104.041338,57.8,8.0
13:14:18,3,10,3,836.6,5203,5276,0,269,8,11,1.82,39.607926,-104.041338,57.8,7.9
13:14:19,3,10,3,836.6,5202,5275,0,269,8,10,1.82,39.607920,-104.041331,57.8,7.9
13:14:20,3,10,3,836.7,5202,5274,0,269,7,10,1.82,39.607914,-104.041331,57.8,8.1
13:14:21,3,8,3,836.6,5204,5273,0,269,7,9,1.97,39.607910,-104.041331,57.9,8.1
13:14:22,3,9,3,836.6,5204,5271,0,269,7,10,1.84,39.607901,-104.041331,57.9,8.1
13:14:23,3,9,3,836.6,5204,5269,0,269,7,10,1.84,39.607894,-104.041325,57.9,8.1
13:14:24,3,9,3,836.6,5203,5268,0,269,7,9,1.84,39.607891,-104.041325,57.9,8.1
13:14:25,3,9,3,836.6,5203,5266,0,269,6,9,1.84,39.607885,-104.041325,57.9,8.1
13:14:26,3,9,3,836.6,5203,5264,0,269,6,9,1.84,39.607882,-104.041325,57.9,8.1
13:14:27,3,9,3,836.6,5204,5260,0,269,6,8,1.84,39.607875,-104.041325,57.9,8.1
13:14:28,3,9,3,836.6,5203,5258,0,269,6,8,1.84,39.607872,-104.041331,57.9,8.1
13:14:29,3,9,3,836.6,5203,5256,0,269,6,8,1.84,39.607866,-104.041331,57.9,8.1
13:14:30,3,8,3,836.6,5203,5255,0,269,5,7,1.97,39.607862,-104.041331,57.9,8.1
13:14:31,3,9,3,836.6,5203,5252,0,245,5,7,1.84,39.607856,-104.041331,57.9,8.1
13:14:32,3,10,3,836.6,5204,5249,0,245,5,7,1.82,39.607853,-104.041331,57.9,8.1
13:14:33,3,9,3,836.6,5205,5247,0,245,5,7,1.84,39.607850,-104.041331,57.9,8.1
13:14:34,3,10,3,836.6,5203,5247,0,245,5,7,1.82,39.607850,-104.041331,57.9,8.1
13:14:35,3,9,3,836.7,5202,5247,0,245,5,7,1.95,39.607846,-104.041325,58.0,8.1
13:14:36,3,10,3,836.6,5204,5246,0,245,5,7,1.82,39.607846,-104.041325,58.0,8.1
13:14:37,3,10,3,836.6,5202,5246,0,245,5,7,1.82,39.607846,-104.041325,58.0,8.1
13:14:38,3,10,3,836.6,5204,5246,0,245,5,7,1.82,39.607843,-104.041325,58.0,8.1
13:14:39,3,10,3,836.6,5203,5246,0,245,5,7,1.82,39.607843,-104.041325,58.0,8.1
13:14:40,3,10,3,836.6,5204,5248,0,245,6,9,1.82,39.607846,-104.041325,58.0,8.1
13:14:41,3,10,3,836.6,5204,5249,0,245,6,10,1.82,39.607843,-104.041325,58.0,8.1
13:14:42,3,10,3,836.6,5202,5254,0,245,8,11,1.82,39.607846,-104.041318,58.0,8.1
13:14:43,3,10,3,836.6,5203,5256,0,245,8,12,1.82,39.607850,-104.041318,58.0,8.1
13:14:44,3,10,3,836.6,5203,5256,0,245,8,11,1.82,39.607850,-104.041318,58.0,8.1
13:14:45,3,10,3,836.6,5203,5257,0,291,8,12,1.82,39.607856,-104.041318,58.0,8.1
13:14:46,3,8,3,836.6,5204,5260,0,291,8,11,1.96,39.607856,-104.041318,58.0,8.0
13:14:47,3,9,3,836.6,5203,5261,0,291,8,11,1.91,39.607859,-104.041318,58.0,8.0
13:14:48,3,9,3,836.6,5203,5261,0,291,8,11,1.91,39.607859,-104.041318,58.1,7.9
13:14:49,3,9,3,836.5,5206,5260,0,291,8,11,1.84,39.607859,-104.041318,58.1,7.9
13:14:50,3,9,3,836.6,5203,5262,0,291,7,10,1.84,39.607859,-104.041318,58.1,7.8
13:14:51,3,8,3,836.6,5204,5262,0,291,7,10,1.96,39.607862,-104.041318,58.1,7.8
13:14:52,3,8,3,836.6,5203,5263,0,291,8,10,1.96,39.607869,-104.041325,58.1,8.1
13:14:53,3,10,3,836.6,5203,5264,0,291,8,10,1.82,39.607872,-104.041325,58.1,8.1
13:14:54,3,9,3,836.6,5203,5265,0,291,8,10,1.85,39.607878,-104.041331,58.1,8.1
13:14:55,3,10,3,836.6,5203,5265,0,291,8,10,1.82,39.607882,-104.041331,58.1,8.1
13:14:56,3,9,3,836.6,5205,5266,0,291,8,10,1.85,39.607885,-104.041331,58.1,8.1
13:14:57,3,9,3,836.7,5201,5269,0,291,9,11,1.85,39.607891,-104.041331,58.2,8.1
13:14:58,3,9,3,836.6,5203,5269,0,291,8,10,1.85,39.607891,-104.041331,58.2,8.1
13:14:59,3,7,3,836.6,5204,5269,0,291,8,10,2.12,39.607891,-104.041331,58.2,8.1
13:15:00,3,9,3,836.6,5202,5269,0,291,7,9,1.84,39.607891,-104.041331,58.2,8.1
13:15:01,3,8,3,836.6,5204,5271,0,291,8,10,1.88,39.607894,-104.041331,58.2,8.1
13:15:02,3,10,3,836.6,5203,5274,0,306,9,11,1.82,39.607907,-104.041338,58.2,8.1
13:15:03,3,9,3,836.6,5203,5277,0,306,9,12,1.86,39.607917,-104.041338,58.2,8.1
13:15:04,3,9,3,836.6,5203,5278,0,306,9,12,1.85,39.607926,-104.041344,58.2,8.1
13:15:05,3,8,3,836.7,5202,5277,0,235,9,11,2.1,39.607923,-104.041344,58.2,8.1
13:15:06,3,9,3,836.6,5203,5278,0,235,9,11,1.85,39.607923,-104.041344,58.2,8.1
13:15:07,3,10,3,836.6,5204,5278,0,259,8,10,1.82,39.607920,-104.041344,58.2,8.1
13:15:08,3,8,3,836.6,5203,5280,0,259,8,10,1.9,39.607923,-104.041344,58.2,8.1
13:15:09,3,9,3,836.6,5203,5279,0,259,8,9,1.84,39.607923,-104.041344,58.2,8.1
13:15:10,3,8,3,836.6,5204,5280,1,181,7,9,2.05,39.607917,-104.041344,58.2,8.1
13:15:11,3,7,3,836.6,5203,5279,0,181,7,9,2.13,39.607914,-104.041344,58.2,8.1
13:15:12,3,8,3,836.6,5204,5278,1,174,7,8,2.1,39.607914,-104.041344,58.2,8.1
13:15:13,3,9,3,836.7,5202,5277,0,174,7,8,1.95,39.607907,-104.041344,58.3,8.1
13:15:14,3,8,3,836.6,5203,5275,0,174,7,8,2.05,39.607901,-104.041338,58.3,8.1
13:15:15,3,10,3,836.6,5204,5274,0,174,7,7,1.82,39.607904,-104.041338,58.3,8.1
13:15:16,3,10,3,836.5,5205,5272,0,174,6,7,1.82,39.607898,-104.041338,58.3,8.0
13:15:17,3,8,3,836.6,5205,5271,0,203,6,7,1.94,39.607898,-104.041338,58.3,8.0
13:15:18,3,9,3,836.6,5204,5270,0,203,6,7,1.95,39.607894,-104.041338,58.3,7.9
13:15:19,3,8,3,836.6,5204,5269,0,203,6,7,1.96,39.607891,-104.041338,58.3,7.9
13:15:20,3,8,3,836.6,5204,5268,0,203,6,7,1.96,39.607891,-104.041338,58.3,8.1
13:15:21,3,9,3,836.6,5205,5268,0,203,6,7,1.91,39.607891,-104.041338,58.3,8.1
13:15:22,3,10,3,836.6,5203,5263,0,203,6,7,1.82,39.607875,-104.041331,58.4,8.1
13:15:23,3,10,3,836.6,5203,5262,1,268,6,7,1.82,39.607875,-104.041331,58.4,8.1
13:15:24,3,8,3,836.6,5203,5261,1,268,6,7,1.94,39.607875,-104.041325,58.4,8.1
13:15:25,3,8,3,836.6,5203,5262,7,341,6,7,1.94,39.607891,-104.041331,58.4,8.1
13:15:26,3,8,3,836.6,5203,5261,1,341,6,7,1.95,39.607907,-104.041338,58.4,8.1
13:15:27,3,8,3,836.6,5203,5259,0,341,8,9,1.89,39.607891,-104.041331,58.4,8.1
13:15:28,3,8,3,836.6,5203,5263,0,341,9,10,1.94,39.607907,-104.041338,58.4,8.1
13:15:29,3,8,3,836.6,5203,5262,0,341,8,10,1.95,39.607907,-104.041331,58.4,8.1
13:15:30,3,8,3,836.6,5204,5264,0,341,8,10,1.88,39.607910,-104.041338,58.4,8.1
13:15:31,3,9,3,836.6,5203,5265,0,341,8,9,1.86,39.607914,-104.041338,58.4,8.1
13:15:32,3,8,3,836.6,5204,5266,0,341,7,9,1.9,39.607914,-104.041338,58.4,8.1
13:15:33,3,10,3,836.7,5202,5267,0,341,7,8,1.82,39.607914,-104.041338,58.4,8.1
13:15:34,3,8,3,836.6,5204,5267,0,341,7,8,2.06,39.607910,-104.041338,58.4,8.1
13:15:35,3,9,3,836.6,5205,5266,1,341,6,7,1.86,39.607914,-104.041338,58.4,8.1
13:15:36,3,10,3,836.6,5204,5266,0,341,6,7,1.82,39.607917,-104.041338,58.4,8.1
13:15:37,3,9,3,836.6,5203,5266,1,341,6,7,1.91,39.607914,-104.041338,58.4,8.1
13:15:38,3,9,3,836.6,5203,5267,0,341,7,8,1.91,39.607917,-104.041338,58.4,8.1
13:15:39,3,10,3,836.7,5201,5269,0,341,7,9,1.82,39.607910,-104.041338,58.4,8.1
13:15:40,3,8,3,836.6,5202,5273,0,341,9,10,1.88,39.607926,-104.041344,58.4,8.1
13:15:41,3,10,3,836.6,5204,5276,0,340,9,11,1.82,39.607933,-104.041344,58.5,8.1
13:15:42,3,10,3,836.6,5204,5279,0,340,10,13,1.82,39.607942,-104.041344,58.5,8.1
13:15:43,3,10,3,836.6,5204,5282,0,340,11,14,1.82,39.607949,-104.041344,58.5,8.1
13:15:44,3,10,3,836.6,5204,5284,0,340,11,15,1.82,39.607958,-104.041350,58.5,8.1
13:15:45,3,10,3,836.6,5203,5283,0,340,11,15,1.82,39.607952,-104.041344,58.5,8.1
13:15:46,3,9,3,836.5,5207,5283,0,340,12,16,1.84,39.607942,-104.041338,58.5,8.0
13:15:47,3,9,3,836.6,5204,5288,0,340,13,18,1.84,39.607955,-104.041338,58.5,8.0
13:15:48,3,8,3,836.6,5204,5290,0,340,13,17,1.95,39.607962,-104.041344,58.5,7.9
13:15:49,3,9,3,836.5,5207,5293,1,74,12,17,1.86,39.607965,-104.041344,58.5,7.9
13:15:50,3,10,3,836.6,5204,5292,1,41,13,17,1.82,39.607949,-104.041331,58.6,7.8
13:15:51,3,7,3,836.6,5204,5288,1,50,12,17,2.02,39.607949,-104.041338,58.6,7.8
13:15:52,3,8,3,836.6,5205,5288,0,50,12,16,1.89,39.607946,-104.041331,58.6,8.1
13:15:53,3,10,3,836.6,5203,5287,0,50,11,15,1.82,39.607946,-104.041331,58.6,8.1
13:15:54,3,9,3,836.6,5203,5291,0,50,11,14,1.86,39.607946,-104.041325,58.6,8.1
13:15:55,3,10,3,836.6,5205,5288,1,345,10,14,1.82,39.607946,-104.041331,58.6,8.1
13:15:56,3,7,3,836.6,5203,5280,0,345,10,13,2.12,39.607946,-104.041338,58.6,8.1
13:15:57,3,9,3,836.6,5205,5275,1,291,10,12,1.86,39.607939,-104.041338,58.6,8.1
13:15:58,3,9,3,836.6,5204,5275,0,291,10,12,1.86,39.607939,-104.041344,58.6,8.1
13:15:59,3,9,3,836.6,5205,5273,0,291,10,12,1.91,39.607936,-104.041338,58.6,8.1
13:16:00,3,9,3,836.6,5202,5272,0,291,10,12,1.86,39.607930,-104.041338,58.6,8.1
13:16:01,3,10,3,836.6,5203,5273,1,291,10,12,1.82,39.607926,-104.041344,58.6,8.1
13:16:02,3,9,3,836.7,5201,5271,0,291,11,13,1.86,39.607917,-104.041344,58.6,8.1
13:16:03,3,10,3,836.6,5205,5268,0,291,10,12,1.82,39.607910,-104.041338,58.6,8.1
13:16:04,3,10,3,836.6,5203,5268,0,291,9,12,1.82,39.607885,-104.041312,58.6,8.1
13:16:05,3,8,3,836.6,5204,5264,0,291,9,13,2.06,39.607866,-104.041293,58.6,8.1
13:16:06,3,9,3,836.6,5204,5261,0,291,9,13,1.86,39.607850,-104.041280,58.6,8.1
13:16:07,3,9,3,836.6,5202,5258,0,291,9,13,1.94,39.607840,-104.041267,58.6,8.1
13:16:08,3,10,3,836.6,5204,5256,0,291,10,14,1.82,39.607837,-104.041267,58.7,8.1
13:16:09,3,8,3,836.6,5203,5256,0,291,10,13,1.93,39.607830,-104.041261,58.7,8.1
13:16:10,3,9,3,836.6,5203,5255,0,291,9,13,1.94,39.607821,-104.041254,58.7,8.1
13:16:11,3,9,3,836.6,5204,5250,0,291,9,12,1.94,39.607811,-104.041261,58.7,8.1
