Time,Fix,Sats,Flags,Baro_Pressure,Baro_altitude,GPS altitude,Speed (MPH),Heading,Horiz_accuracy,Vertical_accuracy,pDOP,Latitude,Longitude,Int_Temp F,battery_v
13:13:37,3,12,3,847,4873,5234,0,233,5,6,1.56,39.607872,-104.041370,85,7.9
13:13:38,3,12,3,847,4874,5234,0,233,5,6,1.56,39.607872,-104.041370,85,7.9
13:13:39,3,12,3,847,4873,5234,0,233,5,6,1.56,39.607872,-104.041370,85,7.9
13:13:40,3,12,3,847,4873,5234,0,233,5,6,1.56,39.607872,-104.041376,85,7.9
13:13:41,3,12,3,847,4873,5233,0,233,5,6,1.56,39.607872,-104.041376,85,7.9
13:13:42,3,12,3,847,4873,5233,0,233,5,6,1.56,39.607872,-104.041376,85,7.9
13:13:43,3,11,3,847,4874,5232,0,233,5,6,1.62,39.607872,-104.041376,85,7.9
13:13:44,3,11,3,847,4874,5232,0,233,5,6,1.62,39.607872,-104.041376,85,7.9
13:13:45,3,11,3,847,4874,5232,0,233,5,6,1.62,39.607875,-104.041376,85,7.9
13:13:46,3,11,3,847,4873,5232,0,233,5,6,1.62,39.607875,-104.041376,85,7.9
13:13:47,3,12,3,847,4872,5232,0,233,5,6,1.56,39.607875,-104.041376,85,7.9
13:13:48,3,12,3,847,4872,5231,0,233,5,6,1.56,39.607875,-104.041376,85,7.9
13:13:49,3,12,3,847,4873,5232,0,233,5,6,1.56,39.607875,-104.041376,85,7.9
13:13:50,3,12,3,847,4873,5231,0,233,5,5,1.56,39.607875,-104.041376,85,7.9
13:13:51,3,12,3,847,4873,5231,0,233,5,5,1.56,39.607878,-104.041370,85,7.9
13:13:52,3,12,3,847,4873,5231,0,233,5,5,1.56,39.607878,-104.041370,85,7.9
13:13:53,3,12,3,847,4873,5231,0,233,5,5,1.56,39.607878,-104.041370,85,7.9
13:13:54,3,12,3,847,4873,5232,0,233,5,5,1.56,39.607878,-104.041370,85,7.9
13:13:55,3,12,3,847,4878,5232,0,233,5,5,1.56,39.607878,-104.041370,85,7.9
13:13:56,3,12,3,847,4874,5231,0,233,5,5,1.56,39.607878,-104.041370,85,7.7
13:13:57,3,12,3,847,4873,5231,0,233,4,5,1.56,39.607878,-104.041370,85,7.7
13:13:58,3,12,3,847,4873,5231,0,233,4,5,1.56,39.607878,-104.041376,85,7.8
13:13:59,3,12,3,847,4874,5231,0,233,4,5,1.56,39.607878,-104.041376,85,7.8
13:14:00,3,12,3,847,4875,5231,0,233,4,5,1.56,39.607875,-104.041376,85,7.9
13:14:01,3,12,3,847,4879,5232,0,233,4,5,1.56,39.607875,-104.041376,85,7.9
13:14:02,3,11,3,847,4876,5231,0,233,4,5,1.76,39.607872,-104.041376,85,7.7
13:14:03,3,11,3,847,4877,5231,0,233,4,5,1.76,39.607872,-104.041376,85,7.7
13:14:04,3,11,3,847,4879,5231,0,233,4,5,1.76,39.607872,-104.041382,85,7.7
13:14:05,3,12,3,847,4873,5231,0,233,4,5,1.56,39.607869,-104.041382,85,7.7
13:14:06,3,12,3,847,4879,5229,0,233,4,5,1.56,39.607869,-104.041382,85,7.7
13:14:07,3,11,3,847,4879,5228,0,233,4,5,1.62,39.607866,-104.041382,85,7.7
13:14:08,3,12,3,847,4878,5227,0,233,4,5,1.56,39.607866,-104.041382,85,7.6
13:14:09,3,12,3,847,4878,5226,0,233,4,5,1.55,39.607862,-104.041382,85,7.6
13:14:10,3,12,3,847,4878,5225,0,233,4,5,1.55,39.607859,-104.041382,85,7.5
13:14:11,3,12,3,847,4879,5224,0,233,4,4,1.55,39.607859,-104.041389,85,7.5
13:14:12,3,12,3,847,4879,5223,0,233,4,4,1.55,39.607859,-104.041389,85,7.5
13:14:13,3,12,3,847,4879,5222,0,233,4,4,1.55,39.607856,-104.041389,85,7.5
13:14:14,3,12,3,847,4879,5222,0,233,4,4,1.55,39.607856,-104.041389,85,7.5
13:14:15,3,12,3,847,4877,5221,0,233,4,4,1.55,39.607856,-104.041389,85,7.5
13:14:16,3,11,3,847,4878,5221,0,233,4,4,1.57,39.607856,-104.041389,85,7.5
13:14:17,3,12,3,847,4878,5222,0,233,4,4,1.55,39.607856,-104.041389,85,7.5
13:14:18,3,12,3,847,4878,5222,0,233,4,4,1.55,39.607856,-104.041389,85,7.5
13:14:19,3,12,3,847,4878,5222,0,233,4,5,1.55,39.607859,-104.041382,85,7.5
13:14:20,3,11,3,847,4878,5221,0,233,4,5,1.59,39.607862,-104.041382,85,7.5
13:14:21,3,12,3,847,4878,5221,0,233,4,5,1.55,39.607862,-104.041376,85,7.5
13:14:22,3,12,3,847,4879,5222,0,233,4,5,1.55,39.607866,-104.041376,85,7.5
13:14:23,3,12,3,847,4877,5222,0,233,4,6,1.55,39.607869,-104.041382,85,7.5
13:14:24,3,12,3,847,4878,5223,0,233,4,6,1.55,39.607872,-104.041382,85,7.5
13:14:25,3,12,3,847,4878,5223,0,233,4,6,1.55,39.607872,-104.041376,85,7.5
13:14:26,3,12,3,847,4877,5224,0,233,4,6,1.55,39.607875,-104.041376,85,7.5
13:14:27,3,11,3,847,4874,5224,0,233,4,7,1.62,39.607875,-104.041376,85,7.5
13:14:28,3,12,3,847,4874,5224,0,233,4,7,1.55,39.607878,-104.041376,85,7.7
13:14:29,3,12,3,847,4873,5225,0,233,4,7,1.55,39.607878,-104.041376,85,7.7
13:14:30,3,12,3,847,4875,5224,0,233,4,7,1.55,39.607878,-104.041376,85,7.9
13:14:31,3,12,3,847,4878,5226,0,233,4,6,1.55,39.607882,-104.041376,85,7.9
13:14:32,3,12,3,847,4876,5227,0,233,4,6,1.55,39.607882,-104.041376,85,7.7
13:14:33,3,12,3,847,4874,5228,0,233,4,6,1.55,39.607885,-104.041382,85,7.7
13:14:34,3,12,3,847,4873,5228,0,233,4,6,1.55,39.607885,-104.041382,85,7.7
13:14:35,3,12,3,847,4873,5228,0,233,4,6,1.55,39.607885,-104.041382,85,7.7
13:14:36,3,12,3,847,4874,5229,0,233,4,6,1.55,39.607888,-104.041382,85,7.9
13:14:37,3,12,3,847,4874,5228,0,233,4,6,1.55,39.607888,-104.041382,85,7.9
13:14:38,3,12,3,847,4875,5228,0,233,4,6,1.55,39.607888,-104.041382,85,7.9
13:14:39,3,12,3,847,4874,5228,0,233,4,6,1.55,39.607888,-104.041376,85,7.9
13:14:40,3,12,3,847,4875,5228,0,233,4,6,1.55,39.607891,-104.041376,85,7.9
13:14:41,3,12,3,847,4873,5228,0,233,4,6,1.55,39.607888,-104.041376,85,7.9
13:14:42,3,12,3,847,4873,5228,0,233,4,6,1.55,39.607888,-104.041376,85,7.9
13:14:43,3,12,3,847,4876,5228,0,233,4,6,1.55,39.607888,-104.041376,85,7.9
13:14:44,3,12,3,847,4875,5227,0,233,4,6,1.55,39.607888,-104.041376,85,7.9
13:14:45,3,11,3,847,4874,5227,0,233,4,6,1.59,39.607888,-104.041376,85,7.9
13:14:46,3,12,3,847,4874,5227,0,233,4,6,1.55,39.607888,-104.041376,84,7.9
13:14:47,3,12,3,847,4873,5227,1,157,4,6,1.55,39.607888,-104.041370,84,7.9
13:14:48,3,12,3,847,4873,5228,0,157,4,6,1.55,39.607888,-104.041363,84,7.9
13:14:49,3,12,3,847,4874,5228,0,157,4,6,1.55,39.607888,-104.041363,84,7.9
13:14:50,3,12,3,847,4875,5228,0,141,4,6,1.55,39.607888,-104.041363,84,7.9
13:14:51,3,12,3,847,4877,5227,1,142,4,6,1.55,39.607885,-104.041357,84,7.9
13:14:52,3,12,3,847,4873,5228,0,142,4,6,1.55,39.607885,-104.041357,84,7.9
13:14:53,3,12,3,847,4875,5228,0,142,4,6,1.55,39.607888,-104.041357,84,7.9
13:14:54,3,12,3,847,4876,5228,1,138,4,6,1.55,39.607888,-104.041357,84,7.9
13:14:55,3,12,3,847,4877,5228,0,42,4,6,1.55,39.607888,-104.041357,84,7.9
13:14:56,3,12,3,847,4874,5227,0,42,4,6,1.55,39.607888,-104.041357,84,7.9
13:14:57,3,12,3,847,4874,5226,0,42,4,6,1.55,39.607891,-104.041357,84,7.9
13:14:58,3,12,3,847,4875,5227,0,42,4,6,1.55,39.607891,-104.041357,84,7.9
13:14:59,3,12,3,847,4872,5227,0,42,4,6,1.55,39.607891,-104.041363,84,7.9
13:15:00,3,12,3,847,4874,5227,1,42,4,6,1.55,39.607891,-104.041363,84,7.9
13:15:01,3,11,3,847,4879,5227,0,42,4,6,1.69,39.607891,-104.041363,84,7.9
13:15:02,3,11,3,847,4877,5227,0,42,4,7,1.69,39.607894,-104.041363,84,7.7
13:15:03,3,11,3,847,4879,5227,0,42,4,7,1.69,39.607894,-104.041363,84,7.7
13:15:04,3,12,3,847,4881,5228,0,42,4,7,1.55,39.607894,-104.041357,84,7.7
13:15:05,3,12,3,847,4874,5227,0,42,4,7,1.55,39.607894,-104.041357,84,7.7
13:15:06,3,12,3,847,4879,5227,0,42,4,7,1.55,39.607894,-104.041357,84,7.7
13:15:07,3,12,3,847,4879,5227,0,42,4,6,1.55,39.607894,-104.041357,84,7.7
13:15:08,3,12,3,847,4880,5227,0,42,4,6,1.55,39.607894,-104.041357,84,7.6
13:15:09,3,12,3,847,4880,5226,0,42,4,6,1.55,39.607891,-104.041357,84,7.6
13:15:10,3,12,3,847,4881,5225,0,42,4,6,1.55,39.607891,-104.041357,84,7.5
13:15:11,3,12,3,847,4880,5225,0,42,4,6,1.55,39.607891,-104.041357,84,7.5
13:15:12,3,12,3,847,4879,5225,0,42,4,6,1.55,39.607891,-104.041350,84,7.5
13:15:13,3,12,3,847,4878,5225,0,42,4,6,1.55,39.607894,-104.041350,84,7.5
13:15:14,3,12,3,847,4880,5225,0,42,4,6,1.55,39.607894,-104.041350,84,7.5
13:15:15,3,12,3,847,4879,5225,0,42,4,6,1.55,39.607894,-104.041357,84,7.5
13:15:16,3,11,3,847,4879,5225,1,155,4,6,1.61,39.607894,-104.041357,84,7.5
13:15:17,3,12,3,847,4880,5225,1,181,4,6,1.55,39.607891,-104.041357,84,7.5
13:15:18,3,12,3,847,4878,5224,0,181,4,6,1.55,39.607888,-104.041357,84,7.5
13:15:19,3,12,3,847,4878,5225,0,172,4,6,1.55,39.607888,-104.041357,84,7.5
13:15:20,3,12,3,847,4880,5224,1,196,4,6,1.55,39.607885,-104.041357,84,7.5
13:15:21,3,12,3,847,4880,5223,1,172,4,6,1.55,39.607878,-104.041357,84,7.5
13:15:22,3,12,3,847,4878,5223,1,185,4,5,1.55,39.607875,-104.041357,84,7.6
13:15:23,3,12,3,847,4879,5222,0,172,4,5,1.55,39.607875,-104.041357,84,7.6
13:15:24,3,12,3,847,4880,5223,1,72,4,6,1.55,39.607875,-104.041357,84,7.6
13:15:25,3,12,3,847,4878,5223,0,72,4,6,1.55,39.607875,-104.041357,84,7.6
13:15:26,3,12,3,847,4878,5223,0,72,4,6,1.55,39.607875,-104.041357,84,7.6
13:15:27,3,12,3,847,4877,5224,0,72,4,6,1.55,39.607872,-104.041357,84,7.6
13:15:28,3,12,3,847,4874,5223,0,72,4,6,1.55,39.607872,-104.041357,84,7.7
13:15:29,3,12,3,847,4873,5222,0,72,3,5,1.55,39.607872,-104.041357,84,7.7
13:15:30,3,12,3,847,4874,5221,0,72,3,5,1.55,39.607872,-104.041357,84,7.9
13:15:31,3,12,3,847,4878,5220,0,72,3,5,1.55,39.607872,-104.041357,84,7.9
13:15:32,3,12,3,847,4876,5220,0,72,4,6,1.55,39.607872,-104.041357,84,7.7
13:15:33,3,12,3,847,4872,5220,0,72,4,6,1.55,39.607872,-104.041357,84,7.7
13:15:34,3,12,3,847,4874,5220,1,88,4,6,1.55,39.607872,-104.041357,84,7.7
13:15:35,3,12,3,847,4873,5220,0,88,4,6,1.54,39.607872,-104.041357,84,7.7
13:15:36,3,12,3,847,4873,5220,0,88,4,6,1.54,39.607872,-104.041357,84,7.9
13:15:37,3,12,3,847,4874,5221,0,88,4,6,1.54,39.607872,-104.041357,84,7.9
13:15:38,3,12,3,847,4875,5222,0,88,4,6,1.54,39.607872,-104.041357,84,7.9
13:15:39,3,12,3,847,4875,5222,0,88,4,6,1.54,39.607872,-104.041357,84,7.9
13:15:40,3,12,3,847,4874,5223,0,88,4,6,1.54,39.607872,-104.041357,84,7.9
13:15:41,3,12,3,847,4872,5223,0,88,4,6,1.54,39.607875,-104.041357,84,7.9
13:15:42,3,12,3,847,4873,5224,0,88,4,6,1.54,39.607875,-104.041357,84,7.9
13:15:43,3,12,3,847,4873,5225,0,88,4,6,1.54,39.607875,-104.041357,84,7.9
13:15:44,3,12,3,847,4874,5225,0,88,4,6,1.54,39.607878,-104.041357,84,7.9
13:15:45,3,12,3,847,4874,5225,0,88,4,6,1.54,39.607878,-104.041357,84,7.9
13:15:46,3,12,3,847,4873,5225,0,88,4,6,1.54,39.607878,-104.041357,84,7.9
13:15:47,3,12,3,847,4872,5225,0,88,4,6,1.54,39.607878,-104.041357,84,7.9
13:15:48,3,12,3,847,4872,5226,0,88,4,6,1.54,39.607882,-104.041357,84,7.9
13:15:49,3,12,3,847,4872,5225,0,88,4,6,1.54,39.607882,-104.041357,84,7.9
13:15:50,3,12,3,847,4874,5225,0,116,4,6,1.54,39.607882,-104.041363,83,7.9
13:15:51,3,12,3,847,4874,5226,0,116,4,6,1.54,39.607882,-104.041363,83,7.9
13:15:52,3,12,3,847,4874,5226,0,116,4,6,1.54,39.607885,-104.041363,83,7.9
13:15:53,3,12,3,847,4874,5226,0,162,4,6,1.54,39.607882,-104.041370,83,7.9
13:15:54,3,12,3,847,4873,5226,0,162,4,6,1.54,39.607882,-104.041370,83,7.9
13:15:55,3,12,3,847,4874,5227,0,162,4,6,1.54,39.607885,-104.041370,83,7.9
13:15:56,3,12,3,847,4874,5227,0,162,4,6,1.54,39.607882,-104.041370,83,7.9
13:15:57,3,12,3,847,4873,5226,0,228,3,5,1.54,39.607882,-104.041370,83,7.9
13:15:58,3,12,3,847,4875,5226,1,151,3,5,1.54,39.607882,-104.041370,83,7.9
13:15:59,3,12,3,847,4873,5226,0,151,3,5,1.54,39.607882,-104.041370,83,7.9
13:16:00,3,12,3,847,4872,5225,0,114,3,5,1.54,39.607882,-104.041370,83,7.9
13:16:01,3,12,3,847,4879,5226,0,114,3,5,1.54,39.607882,-104.041370,83,7.9
13:16:02,3,11,3,847,4874,5225,0,114,3,5,1.61,39.607878,-104.041370,83,7.7
13:16:03,3,12,3,847,4879,5225,0,114,3,5,1.54,39.607878,-104.041370,83,7.7
13:16:04,3,12,3,847,4880,5225,0,114,3,5,1.54,39.607878,-104.041370,83,7.6
13:16:05,3,12,3,847,4873,5224,0,114,3,5,1.54,39.607875,-104.041370,83,7.6
13:16:06,3,12,3,847,4878,5223,0,114,3,5,1.54,39.607875,-104.041363,83,7.6
13:16:07,3,12,3,847,4878,5223,0,114,3,5,1.54,39.607875,-104.041363,83,7.6
13:16:08,3,12,3,847,4877,5223,0,114,3,5,1.54,39.607875,-104.041370,83,7.6
13:16:09,3,12,3,847,4879,5223,0,114,3,5,1.54,39.607875,-104.041370,83,7.6
13:16:10,3,12,3,847,4880,5223,0,114,3,5,1.54,39.607875,-104.041370,83,7.5
13:16:11,3,12,3,847,4879,5223,0,114,3,5,1.54,39.607875,-104.041370,83,7.5
13:16:12,3,12,3,847,4880,5223,0,114,3,5,1.54,39.607875,-104.041370,83,7.5
13:16:13,3,12,3,847,4880,5222,0,114,3,5,1.54,39.607875,-104.041370,83,7.5
13:16:14,3,12,3,847,4879,5222,0,114,3,5,1.54,39.607875,-104.041363,83,7.5
13:16:15,3,12,3,847,4878,5222,0,114,3,5,1.54,39.607875,-104.041363,83,7.5
13:16:16,3,12,3,847,4878,5223,0,114,3,5,1.54,39.607875,-104.041363,83,7.5
13:16:17,3,12,3,847,4880,5225,3,321,3,5,1.54,39.607882,-104.041370,83,7.5
13:16:18,3,12,3,846,4903,5237,5,338,3,5,1.54,39.607885,-104.041363,83,7.5
13:16:19,3,8,3,846,4912,5254,4,33,4,6,2.32,39.607875,-104.041344,83,7.5
13:16:20,3,11,3,845,4930,5271,3,28,4,6,1.56,39.607869,-104.041331,83,7.5
13:16:21,3,11,3,845,4942,5288,5,86,4,6,1.56,39.607872,-104.041306,83,7.5
13:16:22,3,12,3,844,4955,5301,5,97,4,6,1.54,39.607859,-104.041280,83,7.5
13:16:23,3,12,3,844,4968,5315,7,122,4,6,1.54,39.607843,-104.041254,83,7.5
13:16:24,3,11,3,844,4985,5331,6,128,4,6,1.68,39.607824,-104.041222,83,7.5
13:16:25,3,12,3,843,5004,5349,10,154,4,6,1.54,39.607789,-104.041203,83,7.5
13:16:26,3,12,3,842,5021,5369,8,162,4,6,1.54,39.607747,-104.041190,83,7.5
13:16:27,3,11,3,842,5037,5388,10,178,4,6,1.6,39.607706,-104.041190,83,7.5
13:16:28,3,11,3,841,5054,5406,9,188,4,6,1.59,39.607661,-104.041197,83,7.7
13:16:29,3,11,3,841,5074,5424,11,188,4,6,1.56,39.607613,-104.041210,83,7.7
13:16:30,3,12,3,840,5095,5443,7,188,4,6,1.54,39.607571,-104.041222,83,7.9
13:16:31,3,12,3,839,5119,5463,7,183,4,6,1.54,39.607536,-104.041222,83,7.9
13:16:32,3,12,3,839,5135,5484,5,173,4,6,1.54,39.607504,-104.041222,83,7.7
13:16:33,3,12,3,838,5154,5504,4,171,4,6,1.54,39.607482,-104.041216,83,7.7
13:16:34,3,12,3,838,5175,5523,5,169,4,6,1.54,39.607462,-104.041210,83,7.7
13:16:35,3,12,3,837,5196,5542,6,175,4,6,1.54,39.607437,-104.041210,83,7.7
13:16:36,3,12,3,836,5217,5562,6,191,4,6,1.54,39.607408,-104.041216,83,7.9
13:16:37,3,12,3,836,5237,5582,6,203,4,6,1.54,39.607382,-104.041229,83,7.9
13:16:38,3,12,3,835,5254,5599,7,218,4,6,1.54,39.607357,-104.041254,83,7.9
13:16:39,3,11,3,835,5270,5614,6,218,4,6,1.61,39.607334,-104.041280,83,7.9
13:16:40,3,12,3,834,5287,5629,6,225,4,6,1.54,39.607312,-104.041306,83,7.9
13:16:41,3,12,3,834,5304,5645,6,223,4,6,1.54,39.607293,-104.041331,83,7.9
13:16:42,3,11,3,833,5321,5661,6,230,4,6,1.6,39.607274,-104.041357,83,7.9
13:16:43,3,12,3,832,5337,5677,7,227,4,6,1.54,39.607254,-104.041389,83,7.9
13:16:44,3,12,3,832,5355,5694,8,225,4,6,1.54,39.607229,-104.041421,83,7.9
13:16:45,3,12,3,831,5369,5710,10,215,4,6,1.54,39.607197,-104.041453,83,7.9
13:16:46,3,12,3,831,5388,5727,10,209,4,6,1.54,39.607158,-104.041485,83,7.9
13:16:47,3,12,3,830,5402,5745,11,205,4,6,1.54,39.607114,-104.041510,83,7.9
13:16:48,3,12,3,830,5424,5764,10,198,4,6,1.54,39.607069,-104.041530,83,7.9
13:16:49,3,12,3,829,5443,5781,11,190,4,6,1.54,39.607018,-104.041549,83,7.9
13:16:50,3,11,3,829,5463,5800,10,181,4,6,1.75,39.606970,-104.041555,83,7.9
13:16:51,3,12,3,828,5482,5819,9,175,4,6,1.54,39.606925,-104.041549,83,7.9
13:16:52,3,12,3,827,5503,5839,8,172,4,6,1.54,39.606886,-104.041542,82,7.9
13:16:53,3,12,3,827,5525,5859,8,168,4,6,1.54,39.606851,-104.041536,82,7.9
13:16:54,3,12,3,826,5547,5879,6,163,3,6,1.54,39.606819,-104.041523,82,7.9
13:16:55,3,12,3,825,5563,5898,7,158,3,6,1.54,39.606790,-104.041510,82,7.9
13:16:56,3,12,3,825,5580,5913,7,153,3,5,1.53,39.606758,-104.041498,82,7.9
13:16:57,3,12,3,824,5594,5928,8,156,3,5,1.53,39.606726,-104.041478,82,7.9
13:16:58,3,12,3,824,5614,5945,7,159,3,5,1.53,39.606694,-104.041459,82,7.9
13:16:59,3,12,3,823,5632,5964,7,163,3,5,1.53,39.606662,-104.041446,82,7.9
13:17:00,3,12,3,823,5654,5983,8,164,3,5,1.53,39.606627,-104.041434,82,7.9
13:17:01,3,12,3,822,5677,6001,8,162,3,5,1.53,39.606592,-104.041421,82,7.9
13:17:02,3,12,3,821,5692,6017,8,157,3,5,1.53,39.606557,-104.041402,82,7.7
13:17:03,3,12,3,821,5710,6032,9,164,3,5,1.53,39.606522,-104.041389,82,7.7
13:17:04,3,12,3,820,5725,6047,10,171,3,5,1.53,39.606477,-104.041376,82,7.6
13:17:05,3,12,3,820,5739,6064,11,181,3,5,1.53,39.606426,-104.041376,82,7.6
13:17:06,3,12,3,819,5764,6082,11,185,3,5,1.53,39.606378,-104.041382,82,7.6
13:17:07,3,12,3,819,5783,6101,10,189,3,5,1.53,39.606330,-104.041389,82,7.6
13:17:08,3,12,3,818,5805,6119,11,188,3,5,1.53,39.606285,-104.041402,82,7.6
13:17:09,3,12,3,818,5820,6135,10,176,3,5,1.53,39.606237,-104.041402,82,7.6
13:17:10,3,12,3,817,5834,6149,8,170,3,5,1.53,39.606195,-104.041395,82,7.5
13:17:11,3,12,3,817,5849,6163,9,170,3,5,1.53,39.606157,-104.041382,82,7.5
13:17:12,3,11,3,816,5865,6179,9,171,3,5,1.6,39.606118,-104.041376,82,7.5
13:17:13,3,12,3,816,5884,6195,9,174,3,5,1.53,39.606077,-104.041370,82,7.5
13:17:14,3,12,3,815,5903,6213,8,177,3,5,1.53,39.606038,-104.041370,82,7.5
13:17:15,3,12,3,814,5920,6229,9,179,3,5,1.53,39.605994,-104.041363,82,7.5
13:17:16,3,12,3,814,5936,6244,10,183,3,5,1.53,39.605949,-104.041370,82,7.5
13:17:17,3,12,3,813,5952,6259,12,187,3,5,1.53,39.605898,-104.041376,82,7.5
13:17:18,3,12,3,813,5969,6277,11,192,3,5,1.53,39.605846,-104.041389,82,7.5
13:17:19,3,12,3,812,5990,6296,11,191,3,5,1.53,39.605795,-104.041402,82,7.5
13:17:20,3,12,3,812,6012,6316,10,191,3,5,1.53,39.605747,-104.041414,82,7.5
13:17:21,3,12,3,811,6031,6336,9,193,3,5,1.53,39.605706,-104.041427,82,7.5
13:17:22,3,12,3,810,6052,6355,6,192,3,5,1.53,39.605674,-104.041434,82,7.5
13:17:23,3,12,3,810,6071,6373,5,195,3,5,1.53,39.605651,-104.041446,82,7.5
13:17:24,3,12,3,809,6090,6391,4,201,3,5,1.53,39.605632,-104.041453,82,7.5
13:17:25,3,12,3,809,6108,6409,5,210,3,5,1.53,39.605613,-104.041466,82,7.5
13:17:26,3,12,3,808,6125,6427,6,222,3,5,1.53,39.605594,-104.041491,82,7.5
13:17:27,3,12,3,808,6141,6445,6,229,3,5,1.53,39.605574,-104.041517,82,7.5
13:17:28,3,12,3,807,6161,6464,9,232,3,5,1.53,39.605555,-104.041555,82,7.7
13:17:29,3,12,3,807,6178,6484,11,235,3,5,1.53,39.605530,-104.041600,82,7.7
13:17:30,3,12,3,806,6200,6503,11,228,3,5,1.53,39.605498,-104.041651,82,7.9
13:17:31,3,12,3,805,6224,6522,13,225,3,5,1.53,39.605459,-104.041702,82,7.9
13:17:32,3,12,3,805,6239,6539,14,219,3,5,1.53,39.605414,-104.041754,82,7.7
13:17:33,3,12,3,804,6255,6557,14,215,3,5,1.53,39.605363,-104.041805,82,7.7
13:17:34,3,12,3,804,6274,6576,14,207,3,5,1.53,39.605312,-104.041850,82,7.7
13:17:35,3,12,3,803,6294,6595,13,210,3,5,1.53,39.605258,-104.041888,82,7.7
13:17:36,3,12,3,802,6315,6615,13,199,3,5,1.53,39.605203,-104.041920,82,7.9
13:17:37,3,12,3,802,6335,6634,11,196,3,5,1.53,39.605152,-104.041939,82,7.9
13:17:38,3,12,3,801,6352,6654,10,191,3,5,1.53,39.605104,-104.041952,82,7.9
13:17:39,3,12,3,800,6380,6673,10,191,3,5,1.53,39.605059,-104.041965,82,7.9
13:17:40,3,12,3,800,6399,6693,10,184,3,5,1.53,39.605011,-104.041971,82,7.9
13:17:41,3,12,3,799,6422,6713,8,185,3,5,1.53,39.604970,-104.041978,81,7.9
13:17:42,3,12,3,799,6439,6732,8,188,3,5,1.53,39.604934,-104.041984,81,7.9
13:17:43,3,12,3,798,6455,6749,6,193,3,5,1.53,39.604902,-104.041990,81,7.9
13:17:44,3,12,3,798,6470,6764,6,188,3,5,1.53,39.604877,-104.041997,81,7.9
13:17:45,3,12,3,797,6486,6779,6,186,3,5,1.53,39.604848,-104.042003,81,7.9
13:17:46,3,12,3,797,6499,6794,8,181,3,5,1.53,39.604816,-104.042003,81,7.9
13:17:47,3,12,3,796,6519,6809,9,177,3,5,1.53,39.604778,-104.042003,81,7.9
13:17:48,3,12,3,796,6534,6825,11,176,3,5,1.53,39.604730,-104.041997,81,7.9
13:17:49,3,12,3,795,6554,6843,12,177,3,5,1.53,39.604678,-104.041997,81,7.9
13:17:50,3,12,3,795,6572,6861,12,179,3,5,1.53,39.604624,-104.041997,81,7.9
13:17:51,3,12,3,794,6590,6879,10,177,3,5,1.53,39.604573,-104.041990,81,7.9
13:17:52,3,12,3,794,6609,6896,9,170,3,5,1.53,39.604528,-104.041984,81,7.9
13:17:53,3,12,3,793,6627,6912,9,168,3,5,1.53,39.604490,-104.041971,81,7.9
13:17:54,3,12,3,792,6644,6928,8,163,3,5,1.53,39.604451,-104.041958,81,7.9
13:17:55,3,12,3,792,6659,6944,8,162,3,5,1.53,39.604413,-104.041946,81,7.9
13:17:56,3,12,3,791,6677,6961,9,160,3,5,1.53,39.604378,-104.041926,81,7.9
13:17:57,3,12,3,791,6696,6979,8,165,3,5,1.53,39.604339,-104.041914,81,7.9
13:17:58,3,12,3,790,6712,6996,7,178,3,5,1.53,39.604304,-104.041907,81,7.9
13:17:59,3,12,3,790,6728,7012,7,195,3,5,1.53,39.604275,-104.041920,81,7.9
13:18:00,3,12,3,789,6745,7028,8,206,3,5,1.53,39.604243,-104.041939,81,7.9
13:18:01,3,12,3,789,6767,7045,8,210,3,5,1.53,39.604211,-104.041958,81,7.9
13:18:02,3,12,3,788,6785,7063,8,207,3,5,1.53,39.604179,-104.041984,81,7.7
13:18:03,3,12,3,788,6807,7081,9,204,3,5,1.53,39.604144,-104.042010,81,7.7
13:18:04,3,12,3,787,6825,7099,10,206,3,5,1.53,39.604102,-104.042029,81,7.6
13:18:05,3,12,3,787,6835,7114,12,203,3,5,1.53,39.604058,-104.042054,81,7.6
13:18:06,3,12,3,786,6854,7128,12,190,3,5,1.53,39.604006,-104.042074,81,7.6
13:18:07,3,12,3,786,6871,7143,12,184,3,5,1.53,39.603949,-104.042086,81,7.6
13:18:08,3,12,3,785,6889,7159,12,179,3,5,1.53,39.603891,-104.042086,81,7.6
13:18:09,3,12,3,785,6907,7177,12,178,3,5,1.53,39.603834,-104.042080,81,7.6
13:18:10,3,12,3,784,6928,7196,13,175,3,5,1.53,39.603776,-104.042080,81,7.5
13:18:11,3,12,3,783,6949,7216,12,178,3,5,1.53,39.603722,-104.042074,81,7.5
13:18:12,3,12,3,783,6966,7234,11,189,3,5,1.53,39.603667,-104.042080,81,7.5
13:18:13,3,12,3,782,6985,7251,11,194,3,5,1.53,39.603619,-104.042099,81,7.5
13:18:14,3,12,3,782,7004,7269,11,201,3,5,1.52,39.603571,-104.042118,81,7.5
13:18:15,3,12,3,781,7023,7287,11,203,3,5,1.52,39.603526,-104.042144,81,7.5
13:18:16,3,12,3,781,7044,7306,11,205,3,5,1.52,39.603478,-104.042170,81,7.5
13:18:17,3,12,3,780,7064,7325,11,201,3,5,1.52,39.603434,-104.042195,81,7.5
13:18:18,3,12,3,779,7083,7345,11,199,3,5,1.52,39.603386,-104.042221,81,7.5
13:18:19,3,12,3,779,7102,7364,12,202,3,5,1.52,39.603334,-104.042240,81,7.5
