Time,Fix,Sats,Flags,Baro Pressure,Baro altitude,GPS altitude,Speed (MPH),Heading,Horiz accuracy,Vertical accuracy,pDOP,Latitude,Longitude,Int Temp F,battery v
12:49:19,3,4,1,846,4892,6136,2,247,127,226,8.76,39.607210,-104.040570,79,8.2
12:49:18,3,4,1,846,4893,6136,2,247,127,226,8.76,39.607210,-104.040570,79,8.2
12:49:18,3,4,1,846,4893,6136,2,247,127,226,8.76,39.607210,-104.040570,79,8.2
12:49:18,3,4,1,846,4894,6136,2,247,127,226,8.76,39.607210,-104.040570,79,8.2
12:49:20,3,4,1,846,4891,6138,2,239,110,205,8.76,39.607200,-104.040589,79,8.2
12:49:19,3,4,1,846,4892,6138,2,239,110,205,8.76,39.607200,-104.040589,79,8.2
12:49:19,3,4,1,846,4892,6138,2,239,110,205,8.76,39.607200,-104.040589,79,8.2
12:49:19,3,4,1,846,4894,6138,2,239,110,205,8.76,39.607200,-104.040589,79,8.2
12:49:21,3,4,1,846,4892,6140,2,245,98,189,8.76,39.607194,-104.040595,79,8.2
12:49:20,3,4,1,846,4893,6140,2,245,98,189,8.76,39.607194,-104.040595,79,8.2
12:49:20,3,4,1,846,4892,6140,2,245,98,189,8.76,39.607194,-104.040595,79,8.2
12:49:20,3,4,1,846,4892,6140,2,245,98,189,8.76,39.607194,-104.040595,79,8.2
12:49:22,3,4,1,846,4892,6142,2,243,90,177,8.75,39.607187,-104.040608,79,8.2
12:49:21,3,4,1,846,4892,6142,2,243,90,177,8.75,39.607187,-104.040608,79,8.2
12:49:21,3,4,1,846,4892,6142,2,243,90,177,8.75,39.607187,-104.040608,79,8.2
12:49:21,3,4,1,846,4892,6142,2,243,90,177,8.75,39.607187,-104.040608,79,8.2
12:49:23,3,4,1,846,4891,6142,2,241,84,167,8.75,39.607181,-104.040621,79,8.2
12:49:22,3,4,1,846,4892,6142,2,241,84,167,8.75,39.607181,-104.040621,79,8.2
12:49:22,3,4,1,847,4891,6142,2,241,84,167,8.75,39.607181,-104.040621,79,8.2
12:49:22,3,4,1,846,4891,6142,2,241,84,167,8.75,39.607181,-104.040621,80,8.2
12:49:24,3,4,1,846,4894,6140,1,241,79,158,8.75,39.607178,-104.040634,79,8.2
12:49:23,3,4,1,846,4892,6140,1,241,79,158,8.75,39.607178,-104.040634,79,8.2
12:49:23,3,4,1,846,4892,6140,1,241,79,158,8.75,39.607178,-104.040634,80,8.2
12:49:23,3,4,1,846,4892,6140,1,241,79,158,8.75,39.607178,-104.040634,80,8.2
12:49:25,3,4,1,846,4894,6138,1,241,75,150,8.75,39.607171,-104.040640,80,8.2
12:49:24,3,4,1,846,4894,6138,1,241,75,150,8.75,39.607171,-104.040640,80,8.2
12:49:24,3,4,1,846,4892,6138,1,241,75,150,8.75,39.607171,-104.040640,80,8.2
12:49:24,3,4,1,846,4892,6138,1,241,75,150,8.75,39.607171,-104.040640,80,8.2
12:49:26,3,4,1,846,4892,6138,2,241,71,145,8.74,39.607165,-104.040646,80,8.2
12:49:25,3,4,1,846,4892,6138,2,241,71,145,8.74,39.607165,-104.040646,80,8.2
12:49:25,3,4,1,846,4892,6138,2,241,71,145,8.74,39.607165,-104.040646,80,8.2
12:49:25,3,4,1,846,4891,6138,2,241,71,145,8.74,39.607165,-104.040646,80,8.2
12:49:27,3,4,1,846,4893,6136,2,241,70,143,8.74,39.607155,-104.040653,80,8.2
12:49:26,3,4,1,846,4893,6136,2,241,70,143,8.74,39.607155,-104.040653,80,8.2
12:49:26,3,4,1,846,4892,6136,2,241,70,143,8.74,39.607155,-104.040653,80,8.2
12:49:26,3,4,1,846,4892,6136,2,241,70,143,8.74,39.607155,-104.040653,80,8.2
12:49:28,3,4,1,846,4893,6137,2,241,67,141,8.74,39.607142,-104.040653,80,8.2
12:49:27,3,4,1,847,4891,6137,2,241,67,141,8.74,39.607142,-104.040653,80,8.2
12:49:27,3,4,1,846,4892,6137,2,241,67,141,8.74,39.607142,-104.040653,80,8.2
12:49:27,3,4,1,846,4892,6137,2,241,67,141,8.74,39.607142,-104.040653,80,8.2
12:49:29,3,4,1,846,4893,6137,1,241,66,138,8.74,39.607133,-104.040659,80,8.2
12:49:28,3,4,1,847,4891,6137,1,241,66,138,8.74,39.607133,-104.040659,80,8.2
12:49:28,3,4,1,846,4892,6137,1,241,66,138,8.74,39.607133,-104.040659,80,8.2
12:49:28,3,4,1,847,4890,6137,1,241,66,138,8.74,39.607133,-104.040659,80,8.2
12:49:30,3,4,1,847,4890,6140,2,213,64,133,8.73,39.607123,-104.040659,80,8.2
12:49:29,3,4,1,846,4893,6140,2,213,64,133,8.73,39.607123,-104.040659,80,8.2
12:49:29,3,4,1,846,4893,6140,2,213,64,133,8.73,39.607123,-104.040659,80,8.2
12:49:29,3,4,1,846,4895,6140,2,213,64,133,8.73,39.607123,-104.040659,80,8.2
12:49:31,3,4,1,846,4893,6146,3,205,62,130,8.73,39.607107,-104.040666,80,8.2
12:49:30,3,4,1,846,4895,6146,3,205,62,130,8.73,39.607107,-104.040666,80,8.2
12:49:30,3,4,1,846,4892,6146,3,205,62,130,8.73,39.607107,-104.040666,80,8.2
12:49:30,3,4,1,846,4895,6146,3,205,62,130,8.73,39.607107,-104.040666,80,8.2
12:49:32,3,4,1,846,4894,6144,2,194,60,126,8.73,39.607098,-104.040666,80,8.2
12:49:31,3,4,1,846,4892,6144,2,194,60,126,8.73,39.607098,-104.040666,80,8.2
12:49:31,3,4,1,846,4893,6144,2,194,60,126,8.73,39.607098,-104.040666,80,8.2
12:49:31,3,4,1,847,4891,6144,2,194,60,126,8.73,39.607098,-104.040666,80,8.2
12:49:33,3,4,1,846,4892,6146,2,191,59,123,8.73,39.607085,-104.040666,80,8.2
