Time (UTC),Sat Fix,# Sats,Baro Pressure mb,Baro altitude Ft,GPS altitude Ft,Speed (MPH),Heading Degrees, Latitude,Longitude,Ext Temp F,Int Temp F,Battery v,Release v
15:57:31,Diff,16,871,4127,4503,0,83,38.956667,-102.7625,46,56,3.3,0
15:58:01,Diff,16,870.9,4131,4505,0,83,38.956667,-102.7625,48,58,3.3,0
15:58:31,Diff,16,870.8,4131,4505,0,83,38.956667,-102.7625,48,58,3.3,0
15:59:01,Diff,17,870.9,4131,4503,0,83,38.956667,-102.7625,48,59,3.3,0
15:59:31,Diff,17,871,4131,4502,0,83,38.956667,-102.7625,48,59,3.3,0
16:00:01,Diff,16,871,4131,4504,0,83,38.956667,-102.7625,49,60,3.3,0
16:00:31,Diff,16,870.9,4131,4504,0,83,38.956667,-102.7625,49,60,3.3,0
16:01:01,Diff,16,870.9,4131,4504,0,83,38.956667,-102.7625,49,60,3.3,0
16:01:31,Diff,16,870.9,4131,4507,0,83,38.956667,-102.7625,49,60,3.3,0
16:02:01,Diff,16,870.8,4131,4504,0,83,38.956667,-102.7625,49,61,3.3,0
16:02:31,Diff,16,870.8,4131,4505,0,83,38.956667,-102.7625,49,61,3.3,0
16:03:31,Diff,16,870.6,4135,4503,0,83,38.956667,-102.7625,47,62,3.3,0
16:04:01,Diff,16,870.8,4135,4504,0,83,38.956667,-102.7625,53,62,3.3,0
16:05:01,Diff,16,870.6,4135,4505,0,83,38.956667,-102.7625,56,63,3.3,0
16:05:31,Diff,16,870.7,4135,4505,0,83,38.956667,-102.7625,56,63,3.3,0
16:06:01,Diff,15,870.7,4136,4505,0,83,38.956667,-102.7625,53,65,3.3,0
16:06:31,Diff,15,870.8,4136,4505,0,83,38.956667,-102.7625,53,65,3.3,0
16:07:01,Diff,16,870.7,4137,4507,0,83,38.956667,-102.7625,51,66,3.3,0
16:07:31,Diff,16,870.5,4137,4505,0,83,38.956667,-102.7625,51,66,3.3,0
16:08:01,Diff,16,870.9,4135,4507,0,83,38.956667,-102.7625,50,66,3.3,0
16:08:31,Diff,16,870.8,4135,4505,0,83,38.956667,-102.7625,50,66,3.3,0
16:09:01,Diff,16,870.5,4138,4505,0,83,38.956667,-102.7625,49,67,3.3,0
16:09:31,Diff,16,870.6,4138,4506,0,83,38.956667,-102.7625,49,67,3.3,0
16:10:01,Diff,17,870.7,4137,4506,0,83,38.956667,-102.7625,50,68,3.3,0
16:10:31,Diff,17,870.5,4137,4504,0,83,38.956667,-102.7625,50,68,3.3,0
16:11:01,Diff,17,870.7,4137,4506,0,83,38.956667,-102.7625,50,68,3.3,0
16:11:31,Diff,17,870.7,4137,4505,0,83,38.956667,-102.7625,50,68,3.3,0
16:12:01,Diff,17,870.7,4138,4504,0,83,38.956667,-102.7625,48,69,3.3,0
16:12:31,Diff,17,870.6,4138,4505,0,83,38.956667,-102.7625,48,69,3.3,0
16:13:01,Diff,17,870.6,4139,4506,0,83,38.956667,-102.7625,51,69,3.3,0
16:13:31,Diff,17,870.7,4139,4504,0,83,38.956667,-102.7625,51,69,3.3,0
16:14:01,Diff,17,870.6,4140,4506,0,83,38.956667,-102.7625,53,70,3.3,0
16:14:31,Diff,17,870.6,4140,4507,0,83,38.956667,-102.7625,53,70,3.3,0
16:15:01,Diff,16,870.7,4140,4506,0,83,38.956667,-102.7625,53,70,3.3,0
16:15:31,Diff,16,870.5,4140,4507,0,83,38.956667,-102.7625,53,70,3.3,0
16:16:01,Diff,17,870.5,4140,4505,0,83,38.956667,-102.7625,51,71,3.3,0
16:17:01,Diff,17,870.5,4143,4507,0,83,38.956667,-102.7625,50,72,3.3,0
16:17:31,Diff,17,870.5,4143,4508,0,83,38.956667,-102.7625,50,72,3.3,0
16:18:01,Diff,17,870.4,4142,4507,0,83,38.956667,-102.7625,50,72,3.3,0
16:18:31,Diff,17,870.6,4142,4507,0,83,38.956667,-102.7625,50,72,3.3,0
16:19:01,Diff,17,870.4,4141,4508,0,83,38.956667,-102.7625,49,72,3.3,0
16:19:31,Diff,17,870.5,4141,4506,0,83,38.956667,-102.7625,49,72,3.3,0
16:20:01,Diff,17,870.6,4140,4506,0,83,38.956667,-102.7625,49,73,3.3,0
16:20:31,Diff,17,870.5,4140,4505,0,83,38.956667,-102.7625,49,73,3.3,0
16:21:01,Diff,17,870.5,4142,4507,0,83,38.956667,-102.7625,48,73,3.3,0
16:21:31,Diff,17,870.5,4142,4509,0,83,38.956667,-102.7625,48,73,3.3,0
16:22:01,Diff,17,870.5,4143,4507,0,83,38.956667,-102.7625,51,73,3.3,0
16:22:31,Diff,17,870.5,4143,4508,0,83,38.956667,-102.7625,51,73,3.3,0
16:23:01,Diff,15,870.6,4141,4507,0,83,38.956667,-102.7625,50,74,3.3,0
16:23:31,Diff,15,870.4,4141,4509,0,168,38.956667,-102.7625,50,74,3.3,0
