Time,Fix,Sats,Flags,Baro Pressure,Baro altitude,GPS altitude,Speed (MPH),Heading,Horiz accuracy,Vertical accuracy,pDOP,Latitude,Longitude,Int Temp F,battery V
12:44:18,3,7,1,850.7,4758,5236,0,293,11,16,1.89,39.608333,-104.041626,47.1,7.5
12:44:19,3,7,1,850.7,4758,5237,0,293,11,16,1.89,39.608336,-104.041626,47.2,7.5
12:44:20,3,7,1,850.8,4756,5236,0,293,11,16,1.89,39.608336,-104.041626,47.2,7.5
12:44:21,3,8,1,850.7,4758,5237,0,293,11,16,1.8,39.608336,-104.041626,47.3,7.5
12:44:22,3,7,1,850.7,4759,5239,0,293,12,16,2.15,39.608336,-104.041626,47.3,7.6
12:44:23,3,7,1,850.7,4758,5240,0,293,12,16,2.15,39.608333,-104.041626,47.4,7.6
12:44:24,3,8,1,850.7,4758,5242,0,293,12,16,1.8,39.608333,-104.041626,47.4,7.5
12:44:25,3,8,1,850.6,4759,5243,0,293,12,16,1.8,39.608333,-104.041626,47.5,7.5
12:44:26,3,8,1,850.7,4758,5244,0,293,12,16,1.8,39.608333,-104.041626,47.5,7.5
12:44:27,3,9,1,850.7,4757,5244,0,293,11,15,1.53,39.608333,-104.041619,47.6,7.5
12:44:28,3,9,1,850.7,4758,5244,0,293,11,15,1.53,39.608336,-104.041619,47.7,7.4
12:44:29,3,9,1,850.7,4757,5243,0,293,11,14,1.53,39.608336,-104.041619,47.7,7.4
12:44:30,3,9,1,850.7,4757,5242,0,293,11,14,1.53,39.608339,-104.041613,47.8,7.5
12:44:31,3,9,1,850.7,4758,5242,0,293,10,13,1.53,39.608339,-104.041613,47.8,7.5
12:44:32,3,9,1,850.6,4759,5241,0,293,10,13,1.53,39.608339,-104.041613,47.9,7.4
12:44:33,3,9,1,850.7,4758,5241,0,293,10,13,1.53,39.608339,-104.041606,47.9,7.4
12:44:34,3,9,1,850.7,4758,5241,0,293,10,13,1.53,39.608339,-104.041606,48.0,7.4
12:44:35,3,9,1,850.7,4756,5242,0,293,10,12,1.53,39.608342,-104.041606,48.0,7.4
12:44:36,3,9,1,850.6,4759,5241,0,293,10,12,1.53,39.608342,-104.041606,48.1,7.4
12:44:37,3,9,1,850.7,4757,5240,0,293,10,12,1.53,39.608339,-104.041600,48.1,7.4
12:44:38,3,9,1,850.7,4758,5240,0,293,9,12,1.53,39.608342,-104.041600,48.2,7.4
12:44:39,3,9,1,850.7,4757,5240,0,293,9,12,1.53,39.608342,-104.041600,48.2,7.4
12:44:40,3,9,1,850.7,4758,5239,0,293,9,12,1.53,39.608342,-104.041600,48.3,7.4
12:44:41,3,9,1,850.7,4757,5238,0,293,9,12,1.53,39.608339,-104.041600,48.3,7.4
12:44:42,3,9,1,850.8,4754,5238,0,293,9,12,1.53,39.608339,-104.041600,48.4,7.5
12:44:43,3,9,1,850.8,4754,5238,0,293,9,12,1.53,39.608339,-104.041600,48.4,7.5
12:44:44,3,9,1,850.8,4754,5237,0,293,9,12,1.53,39.608339,-104.041600,48.4,7.7
12:44:45,3,9,1,850.8,4754,5237,0,293,9,12,1.53,39.608339,-104.041594,48.4,7.7
12:44:46,3,8,1,850.7,4757,5237,0,293,9,12,1.67,39.608339,-104.041594,48.4,7.6
12:44:47,3,8,1,850.7,4756,5237,0,293,9,12,1.64,39.608342,-104.041594,48.5,7.6
12:44:48,3,8,1,850.7,4757,5236,0,293,9,12,1.64,39.608342,-104.041594,48.5,7.5
12:44:49,3,9,1,850.7,4756,5236,0,293,9,12,1.53,39.608342,-104.041594,48.5,7.5
12:44:50,3,9,1,850.8,4754,5237,0,293,9,12,1.53,39.608342,-104.041594,48.6,7.5
12:44:51,3,9,1,850.7,4758,5237,0,293,9,12,1.53,39.608342,-104.041594,48.6,7.5
